,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
WVLBCYQITXONBZ-UHFFFAOYSA-N,8.463,,0.079422804,0.079422804,0.23287761,0.15467075,0.17091432,0.17605811,0.21297204,0.13200104,0.06938288,,0.05978252,0.04937183,,,0.080578,,0.0848,
WXBWKMLIVXELSF-UHFFFAOYSA-N,5.373,0.1464968,0.069223418,0.069223418,0.09746065,0.0801691,0.0801879,0.09105428,0.14431365,0.13680206,0.036796,0.03602909,0.03604977,0.03104375,0.05075895,0.0475901,0.067367,0.08055104,0.068235,
WXEHBUMAEPOYKP-UHFFFAOYSA-N,3.106,0.08893821,0.032900163,0.032900163,0.04096137,0.017959356,0.018396953,0.034451686,0.07277335,0.070926815,0.02600313,,0.01744327,0.02818473,,,0.047474,0.047434395,0.042973,
WYACBZDAHNBPPB-UHFFFAOYSA-N,4.506,0.13981593,0.062046273,0.062046273,0.09533554,0.08694755,0.08686197,0.09257487,0.13037908,0.122329205,0.03894292,0.03882531,0.03888276,0.03349478,0.04970521,0.04346424,0.058704,0.06226848,0.058694,
WYOXDERVKORKJN-UHFFFAOYSA-N,7.3,0.18644287,0.067046952,0.067046952,0.10782283,0.104130164,0.103704825,0.12965487,0.1594067,0.15822239,,,,,,,0.063917,0.069480035,0.066177,
WYURNTSHIVDZCO-UHFFFAOYSA-N,5.906,0.12491514,0.068975808,0.068975808,0.10262955,0.09060069,0.09074194,0.08744935,0.16302422,0.14574571,0.03153429,0.0394779,0.03947844,0.0257397,0.04579217,0.0412669,0.065314,0.062727822,0.065468,
WZADGDPHGLPABW-UHFFFAOYSA-N,5.617,0.16236839,0.058127134,0.058127134,0.1320294,0.08965282,0.073532715,0.12980205,0.19258147,0.17384678,0.06067854,,0.04170104,0.06374057,,,0.068157,0.071548404,0.06371,
WZJYKHNJTSNBHV-UHFFFAOYSA-N,5.639,0.10920878,0.056308701,0.056308701,0.11442888,0.07472113,0.07472192,0.09347087,0.120711565,0.13507113,0.04172716,0.03010063,0.03010131,0.03524627,0.04114235,0.0431822,0.05649,0.079295761,0.053176,
XACSJLKCXDEIPX-UHFFFAOYSA-N,7.283,0.18688294,0.067199035,0.067199035,0.1076806,0.103709936,0.10373854,0.12907755,0.1594626,0.15840453,0.05071182,0.04654184,0.04670554,0.04772097,0.05631539,0.05730568,,0.066403105,,
XBNGYFFABRKICK-UHFFFAOYSA-N,0.824,0.082779296,0.032404215,0.032404215,0.028541028,0.044821467,0.044821724,0.022367021,0.06359325,0.059679445,0.01121324,0.01920734,0.01920749,0.01202422,0.01901035,0.01634285,0.03629,0.034292143,0.032475,
XBPPLECAZBTMMK-UHFFFAOYSA-N,6.928,0.17158899,0.070941035,0.070941035,0.12299579,0.10811581,0.102972575,0.11892672,0.1709419,0.16720109,0.04039617,,0.04212426,0.0354532,,,0.068001,,0.071759,
XCWPBWWTGHQKDR-UHFFFAOYSA-N,3.728,0.09166797,0.040732261,0.040732261,0.095516354,0.07519556,0.07281363,0.07661596,0.07642087,0.06752506,0.02471402,,0.01692777,0.02431981,,,0.046854,0.043472141,0.043845,
XDELKSRGBLWMBA-UHFFFAOYSA-N,6.1,,0.052955218,0.052955218,0.14219747,0.0817426,0.09009035,0.09403288,0.100885004,0.11709387,,,,,,,0.060215,,0.060248,
XDJAAZYHCCRJOK-UHFFFAOYSA-N,5.217,0.1555543,0.074812767,0.074812767,0.08039427,0.058498643,0.05845669,0.06469484,0.09387226,0.10448564,0.02688526,0.0309661,0.03096565,0.04188349,0.03717633,0.03884681,0.074702,,0.072911,
XDOKVFJJVSLHDJ-UHFFFAOYSA-N,7.839,,0.077317706,0.077317706,0.23116277,0.13555615,0.16449723,0.16791822,0.19408438,0.12124205,0.07517247,,0.059915,0.04755291,,,0.075037,0.090514009,0.080501,
XEJIHKUDPINBCS-UHFFFAOYSA-N,7.083,0.16079634,0.061947432,0.061947432,0.0980163,0.08709659,0.07434408,0.10738487,0.15540567,0.13475907,0.04490046,,0.04094665,0.04689416,,,0.069693,0.065763581,0.065288,
XEKOWRVHYACXOJ-UHFFFAOYSA-N,5.439,0.16438194,0.067200483,0.067200483,0.12068792,0.113832705,0.11389623,0.119624734,0.15773004,0.15615484,0.03637776,0.04282627,0.0428284,0.03587191,0.04502585,0.04212374,0.063526,,0.064517,
XEZNGIUYQVAUSS-UHFFFAOYSA-N,5.7,0.20047106,0.065066841,0.065066841,0.11116425,0.09349975,0.09274804,0.10686012,0.15160571,0.15968432,,,,,,,0.05873,0.069636067,,
XFNJVJPLKCPIBV-UHFFFAOYSA-N,8.883,0.1780015,0.079817533,0.079817533,0.06910108,0.051003776,0.05098249,0.024713574,0.114244975,0.13700143,0.04315706,0.04124144,0.04124317,0.03603134,0.05706359,0.0617389,0.083197,0.086946258,0.075703,
XFRSYDKTYAUVAW-UHFFFAOYSA-N,8.194,0.1434018,0.070754871,0.070754871,0.12048122,0.0959867,0.096001856,0.09934845,0.1373684,0.16652904,0.05194032,0.05444744,0.05440308,0.05202707,0.06270993,0.06745231,0.067674,0.07541184,,
XHNTVKASLQLNFM-UHFFFAOYSA-N,9.549,0.2146551,0.08725892,0.08725892,0.13315973,0.10481021,0.104718715,0.12445127,0.20124835,0.19148855,0.04493104,0.04287978,0.04284009,0.0390651,0.06407899,0.06013845,0.086642,0.10809553,0.087716,
XIAJQOBRHVKGSP-UHFFFAOYSA-N,1.662,0.07979329,0.023706905,0.023706905,0.07803361,0.04467517,0.044675153,0.064843275,0.074678004,0.07868169,0.03171303,0.01983576,0.01983815,0.02428542,0.03253245,0.03323478,0.028523,0.030084484,0.028752,
XLSZMDLNRCVEIJ-UHFFFAOYSA-N,8.927,0.17470032,0.077721171,0.077721171,0.13237631,0.1006152,0.10061701,0.10926508,0.14111505,0.15411197,0.04782261,0.04699358,0.04699568,0.05610092,0.05434301,0.05662786,0.082899,0.098445847,0.081275,
XLYOFNOQVPJJNP-UHFFFAOYSA-N,4.5,0.18571138,0.075725836,0.075725836,0.08121079,0.06707914,0.067079976,0.074101925,0.12777746,0.1360054,0.02794056,0.03736055,0.03736223,0.0223957,0.03733626,0.03614369,,0.081063919,0.065229,
XNBKKRFABABBPM-UHFFFAOYSA-N,4.728,0.15052958,0.055448444,0.055448444,0.11040439,0.10814607,0.09674306,0.118766166,0.12893955,0.12711474,0.05310014,,0.04451986,0.0486886,,,0.061837,0.060199882,,
XNLICIUVMPYHGG-UHFFFAOYSA-N,5.661,0.15801835,0.065411946,0.065411946,0.10695304,0.09423667,0.094237275,0.104264125,0.15789807,0.15216187,0.03460797,0.0394177,0.03941825,0.03213797,0.04503272,0.04134644,0.064181,0.079392127,0.066475,
XQAACMFZWHCPPN-UHFFFAOYSA-N,7.159,0.17720519,0.073705919,0.073705919,0.12643139,0.12573361,0.1254153,0.12053673,0.15985943,0.16240177,0.05323696,0.05634656,0.05608953,0.04461768,0.0674921,0.06722297,0.07053,0.085701601,0.073427,
XQABVLBGNWBWIV-UHFFFAOYSA-N,7.794,0.13849545,0.066309881,0.066309881,0.112289384,0.06893006,0.06889164,0.087937966,0.11847715,0.12977044,0.03395739,0.04012801,0.04013011,0.04331442,0.04675809,0.04841056,0.074376,0.053875881,0.073104,
XQQZRZQVBFHBHL-UHFFFAOYSA-N,5.572,0.1965968,0.063928804,0.063928804,0.119380005,0.1268573,0.12683639,0.09041716,0.14148335,0.1328605,0.02948041,0.03588951,0.03568282,0.02497832,0.03706347,0.0362307,0.059587,0.058317482,0.060666,
XRGPFNGLRSIPSA-UHFFFAOYSA-N,4.573,0.14277552,0.05969619,0.05969619,0.09814888,0.093602695,0.09360323,0.09692381,0.14315379,0.13544871,0.04645895,0.04077633,0.04077753,0.04342984,0.05074328,0.04855193,0.061737,0.068766829,0.061784,
XRYKNXGXIFPTKH-UHFFFAOYSA-N,3.708,0.11163353,0.041305291,0.041305291,0.053580694,0.025676489,0.023261636,0.048318744,0.102601506,0.091176674,0.02797332,,0.0195448,0.03093665,,,0.048521,0.053025022,0.044694,
XSAYZAUNJMRRIR-UHFFFAOYSA-N,5.572,0.15317988,0.065358692,0.065358692,0.104306646,0.0988675,0.09884256,0.10285696,0.15438327,0.1447988,0.03709384,0.04025352,0.04025351,0.0315594,0.0431094,0.03840033,0.065599,,0.065985,
XTGOWLIKIQLYRG-UHFFFAOYSA-N,1.973,0.08666431,0.045831984,0.045831984,0.017589176,0.033408154,0.033437833,0.013669185,0.05558606,0.06580298,0.02179583,0.02005463,0.02005754,0.02560015,0.03447969,0.03424195,0.043051,0.026922235,0.038068,
XTHFKEDIFFGKHM-UHFFFAOYSA-N,5.328,0.11106667,0.058786543,0.058786543,0.08928924,0.07527275,0.07529756,0.07139979,0.14286745,0.12855586,0.02624036,0.03107956,0.03108546,0.02017073,0.0412791,0.03787944,0.052641,0.056593335,0.053321,
XULIXFLCVXWHRF-UHFFFAOYSA-N,5.839,0.12065321,0.053240467,0.053240467,0.1134534,0.0756639,0.07617496,0.053398132,0.1542057,0.1802897,0.0383672,0.0330124,0.03300567,0.03679396,0.05630675,0.05835548,0.054124,0.044178559,0.05419,
XUVKSPPGPPFPQN-UHFFFAOYSA-N,7.328,0.17460977,0.076882075,0.076882075,0.11300945,0.106536955,0.106405966,0.11064032,0.16887225,0.15443558,0.04587204,0.04306878,0.04305941,0.0346411,0.04867677,0.04683012,0.07476,,0.07497,
XWEFKJNJSVXMOD-UHFFFAOYSA-N,8.794,0.14957978,0.07065556,0.07065556,0.12909105,0.063146085,0.06312355,0.110370554,0.13553242,0.13940533,0.03903355,0.03579809,0.03587219,0.04118254,0.0464424,0.04704571,0.078659,,0.077214,
XXBDWLFCJWSEKW-UHFFFAOYSA-N,6.594,0.13457976,0.044437998,0.044437998,0.12331926,0.079387434,0.07931614,0.099640876,0.1343725,0.14269625,0.05066889,0.03371574,0.03370145,0.03781588,0.04974161,0.04875162,0.051736,0.058206572,0.049927,
XXOIGDFCELVFFJ-UHFFFAOYSA-N,7.816,0.17481348,0.064496038,,0.22728842,0.23517208,0.22606438,0.21374612,0.24122521,0.2379823,0.06952298,,0.07786932,0.0596367,,,,,,
XXROGKLTLUQVRX-UHFFFAOYSA-N,4.841,0.15131532,0.061159316,0.061159316,0.09293366,0.06909196,0.06909245,0.07487352,0.14804411,0.14624147,0.03189513,0.03097233,0.03097323,0.02669007,0.04726055,0.04476977,0.05753,0.07451791,0.054468,
XYWDPYKBIRQXQS-UHFFFAOYSA-N,3.811,0.108283274,0.039741756,0.039741756,0.045106612,0.023474943,0.02801571,0.04675018,0.1066257,0.09114353,0.02833969,,0.01847822,0.03090013,,,0.048196,0.051266857,0.044348,
XZIAFENWXIQIKR-UHFFFAOYSA-N,4.795,,0.061388313,0.061388313,0.11173288,0.11184345,0.11096747,0.11322494,0.14414114,0.13910574,0.03240338,,0.04267651,0.03173442,,,0.057033,0.048683195,0.057863,
XZMCDFZZKTWFGF-UHFFFAOYSA-N,5.55,0.1795961,0.073256407,0.073256407,0.06239916,0.05146671,0.05146704,0.06609626,0.08902715,0.10119603,0.02990202,0.02704332,0.02704406,0.04003593,0.03404608,0.03680998,0.075064,0.091775557,0.073818,
YBRBMKDOPFTVDT-UHFFFAOYSA-N,8.083,0.17759341,0.076640239,0.076640239,0.0806112,0.053817675,0.05381833,0.021133777,0.12725419,0.14866796,0.0409881,0.03890053,0.03890214,0.03497921,0.05651344,0.05924598,0.076499,0.084358424,0.069791,
YEEMHJNIVXNCSN-ALCCZGGFSA-N,8.039,0.2051044,0.092724564,0.092724564,0.11594392,0.08887113,0.08893699,0.083817214,0.14275913,0.15766484,0.04325632,0.03725186,0.03699654,0.04488802,0.05305574,0.05574106,0.08851,0.10869138,0.087739,
YEEMHJNIVXNCSN-UHFFFAOYSA-N,8.04,0.20970894,0.092462616,0.092462616,0.11148211,0.10496614,0.10510204,0.09787819,0.13648653,0.15015432,,,,,,,,,,
YEJRWHAVMIAJKC-UHFFFAOYSA-N,5.995,0.17716393,0.075314915,0.075314915,0.12277025,0.10836243,0.1083866,0.11754221,0.15914696,0.15458632,0.05246391,0.05088968,0.05089448,0.04335091,0.05927786,0.05351496,0.072268,,0.073651,
YFKBXYGUSOXJGS-UHFFFAOYSA-N,5.284,0.16201225,0.063476086,0.063476086,0.13726804,0.10102611,0.100918785,0.120670825,0.14589734,0.1601362,0.06048386,0.04780982,0.04783718,0.05814931,0.06386245,0.09591326,0.0678,,,
YFTHZRPMJXBUME-UHFFFAOYSA-N,6.628,0.13983004,0.063855624,0.063855624,0.10795472,0.08425022,0.08439629,0.046196014,0.14560495,0.1739894,0.04228699,0.03797202,0.03798317,0.03708628,0.0562539,0.0583384,0.060308,0.051749902,0.058931,
YHQMSHVVGOSZEW-UHFFFAOYSA-N,8.967,,0.078926638,0.078926638,0.23878033,0.15324317,0.19525957,0.18768427,0.22074299,0.14888969,0.07402585,,0.06497752,0.05473762,,,0.078541,0.082153394,0.084256,
YHRUOJUYPBUZOS-UHFFFAOYSA-N,1.929,0.070679575,0.023527954,0.023527954,0.04164406,0.046729036,0.057745986,0.025063643,0.0604168,0.05991433,0.01451706,,0.01708268,0.0121766,,,0.028079,0.025139395,0.026015,
YIIMEMSDCNDGTB-UHFFFAOYSA-N,5.284,0.15661381,0.062479392,0.062479392,0.111106955,0.10077065,0.08993499,0.11107814,0.14358225,0.13746798,0.04396467,,0.04212247,0.03755902,,,0.063539,,0.066668,
YKOQQFDCCBKROY-UHFFFAOYSA-N,7.712,0.19008014,0.082668517,0.082668517,0.13851233,0.12133215,0.12143611,0.13051112,0.19440185,0.19256851,0.04101313,0.04736499,0.04736668,0.03826969,0.05709982,0.0524306,0.077948,0.072494858,0.080371,
YKYONYBAUNKHLG-UHFFFAOYSA-N,5.617,0.16294485,0.066949513,0.066949513,0.1216165,0.11454616,0.114529885,0.120753035,0.15893441,0.15614069,0.03805048,0.04408475,0.04408626,0.03663906,0.04625375,0.0431992,0.064929,,0.066052,
YLQBMQCUIZJEEH-UHFFFAOYSA-N,2.173,0.1041776,0.032460697,0.032460697,0.11221989,0.06624141,0.06624172,0.09080388,0.10650316,0.10578599,0.05012581,0.02972911,0.02972973,0.04577313,0.05336048,0.05382108,0.037274,0.032674212,0.036207,
YLQWCDOCJODRMT-UHFFFAOYSA-N,5.484,0.17395921,0.065851787,0.065851787,0.100487344,0.09219451,0.09219533,0.090741746,0.13941023,0.126168,0.04329624,0.03882444,0.03882496,0.03531146,0.04304907,0.04413482,0.06267,0.075054499,0.0623,
YMBSJQHEFLROIX-UHFFFAOYSA-N,6.899,0.16826116,0.070876655,0.070876655,0.12710106,0.09571364,0.09222725,0.13206647,0.18089433,0.17444149,0.04154612,,0.03777204,0.04112378,,,0.069124,0.053794701,,
YMWUJEATGCHHMB-UHFFFAOYSA-N,1.957,0.06046604,0.027102518,0.027102518,0.037805762,0.034520753,0.042644024,0.018584155,0.05338941,0.04983359,0.02295977,,0.02327919,0.01605031,,,0.022725,,0.020331,
YNAVUWVOSKDBBP-UHFFFAOYSA-N,7.194,0.13532974,0.06509147,0.06509147,0.103364356,0.08178287,0.08182308,0.08174957,0.1568446,0.14733376,0.03640025,0.03507995,0.03508316,0.03496431,0.05179712,0.05666637,0.061769,0.072403631,0.060373,
YNBADRVTZLEFNH-UHFFFAOYSA-N,6.372,0.14957078,0.05739616,0.05739616,0.11217277,0.1123363,0.11239159,0.11423191,0.14528555,0.13757457,0.03088613,0.04055136,0.04055375,0.03178503,0.03740618,0.03504683,0.064413,0.069509219,0.06307,
YNPNZTXNASCQKK-UHFFFAOYSA-N,2.86,0.09809169,0.036444068,0.036444068,0.114291884,0.058036834,0.058037058,0.09270621,0.11904841,0.12561534,0.04255173,0.02546868,0.0254694,0.03593682,0.04218802,0.04414617,0.025852,0.02517893,0.024707,
YNQLUTRBYVCPMQ-UHFFFAOYSA-N,2.163,0.12692448,0.046302149,0.046302149,0.12922665,0.059179623,0.059202053,0.10410312,0.13957888,0.14571047,0.03428752,0.01979228,0.01979291,0.02936389,0.03885361,0.03890462,0.031225,0.030154703,0.030027,
YQYGPGKTNQNXMH-UHFFFAOYSA-N,4.595,0.14106846,0.056920175,0.056920175,0.106353454,0.11167382,0.11165093,0.1283778,0.11900361,0.113728926,0.05457001,0.05492051,0.05491894,0.05159701,0.05904699,0.06265176,0.052402,0.054149377,0.052209,
YRHRIQCWCFGUEQ-UHFFFAOYSA-N,5.684,0.14508556,0.067306307,0.067306307,0.134063,0.10633852,0.105393164,0.10233472,0.14518516,0.13386972,0.04084038,,0.03890873,0.03045988,,,0.063488,0.061725284,0.063692,
YRKCREAYFQTBPV-UHFFFAOYSA-N,5.061,0.1398223,0.058496584,0.058496584,0.090723515,0.08594301,0.08204443,0.08964051,0.13463594,0.13088581,0.0278924,0.03296547,0.03467145,0.02663821,0.03766273,0.0349499,0.055665,0.06630412,0.056897,
YSHMQTRICHYLGF-UHFFFAOYSA-N,7.75,0.13064861,0.06465375,0.06465375,0.12522608,0.06916175,0.069249645,0.09990449,0.13618156,0.14303881,0.04364135,0.03946283,0.03946208,0.04241397,0.04859728,0.04949259,0.073262,,0.072615,
YSTPAHQEHQSRJD-VIFPVBQESA-N,6.137,0.17807588,0.072031319,0.072031319,0.112366974,0.098421864,0.09848941,0.110875785,0.1745334,0.16399914,0.03543305,0.04042038,0.04041187,0.03365297,0.05338155,0.04726069,0.070757,0.083480754,0.072035,
YTPLMLYBLZKORZ-UHFFFAOYSA-N,2.242,0.1191591,0.038243641,0.038243641,0.13391906,0.0784587,0.07510838,0.10387258,0.11114709,0.11835992,0.04895146,,0.02869274,0.0406536,,,0.027328,0.024418264,0.026033,
YUWFEBAXEOLKSG-UHFFFAOYSA-N,3.273,0.08223105,0.022320401,0.022320401,0.13947192,0.07619835,0.07627063,0.121761024,0.11739066,0.1384713,0.03997559,0.02134544,0.02134499,0.02876279,0.04965142,0.05186058,0.034027,,0.036955,
YVBMXGVGOLXFFS-UHFFFAOYSA-N,6.35,0.14668438,0.076381108,0.076381108,0.11221036,0.1065478,0.106581084,0.11235327,0.15999958,0.15003742,0.03627893,0.04309985,0.04310377,0.03197137,0.0405561,0.04215306,0.0707,0.068039824,0.069444,
YVXHZKKCZYLQOP-UHFFFAOYSA-N,2.678,0.09142062,0.03373295,0.03373295,0.08293271,0.053399827,0.053402826,0.074001625,0.079419754,0.076983325,0.03805184,0.02637178,0.02637205,0.03171373,0.03889719,0.03740307,0.036554,0.039603475,0.036317,
YXFVVABEGXRONW-UHFFFAOYSA-N,2.082,0.12464769,0.042439109,0.042439109,0.12796755,0.05998023,0.059949283,0.102074355,0.13495523,0.14190494,0.0339728,0.01942534,0.01942561,0.02846697,0.03834525,0.03831916,0.030508,0.029680677,0.029328,
YXIWHUQXZSMYRE-UHFFFAOYSA-N,5.617,0.12920788,0.050495054,0.050495054,0.12895712,0.07405846,0.08621073,0.09580617,0.12533137,0.10174768,0.03753081,,0.02238159,0.03215297,,,0.053664,,0.049435,
YXTROGRGRSPWKL-UHFFFAOYSA-N,7.87,0.19612415,0.080541984,0.080541984,0.13515127,0.12269642,0.12269665,0.12877673,0.188633,0.18060431,0.05474683,0.05044374,0.05044528,0.04925514,0.06581082,0.06485145,0.077819,0.095521507,,
YXWJGZQOGXGSSC-UHFFFAOYSA-N,3.075,0.11641151,0.060474047,0.060474047,0.020861574,0.03176636,0.0317666,0.023653952,0.049586628,0.058386575,0.01204905,0.0143521,0.0143528,0.02735113,0.02293863,0.02384675,0.058558,0.06648574,0.055497,
YYVYAPXYZVYDHN-UHFFFAOYSA-N,5.284,0.15511501,0.073857799,0.073857799,0.09985434,0.09866305,0.098663196,0.09418309,0.14195332,0.12718019,0.04830959,0.0544978,0.0544972,0.04600267,0.06070898,0.05457426,0.083756,,0.081515,
YZWKKMVJZFACSU-UHFFFAOYSA-N,2.284,,0.025012414,0.025012414,0.03466551,0.03892252,0.044465985,0.046536155,0.065473974,0.054295365,0.009274667,,0.008700199,0.01003844,,,0.029643,,0.027923,
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,5.53,0.1476713,0.071606382,0.071606382,0.113615505,0.091593206,0.09087283,0.09128854,0.18719794,0.17106378,0.03094028,0.03579769,0.03579295,0.02479446,0.04914505,0.04317158,0.059412,0.020585288,0.060889,
ZCQWOFVYLHDMMC-UHFFFAOYSA-N,5.768,0.13010843,0.060679077,0.060679077,0.09781563,0.07519839,0.07515582,0.07995542,0.098619,0.11384678,0.03725512,0.0396548,0.03965728,0.04844536,0.0427932,0.04659918,0.067298,0.090810884,0.066008,
ZDOYHCIRUPHUHN-UHFFFAOYSA-N,5.1,0.15785265,0.06796812,0.06796812,0.107237875,0.101846226,0.1061926,0.10008093,0.16121234,0.15072517,,,,,,,0.070777,0.081601894,0.067357,
ZDPAWHACYDRYIW-UHFFFAOYSA-N,5.284,0.14930938,0.063322527,0.063322527,0.094601974,0.08822261,0.08823145,0.09439922,0.14360963,0.13470179,0.02862792,0.03570183,0.03570268,0.02772659,0.03960567,0.03495476,0.062409,0.061151115,0.062585,
ZKKBIZXAEDFPNL-HWKANZROSA-N,6.839,0.18899442,0.0909032,0.0909032,0.08564162,0.075965255,0.07592273,0.08021924,0.122918375,0.13588592,0.03497381,0.03642767,0.03642852,0.04624326,0.0475638,0.05017655,0.08597,0.088236918,0.084199,
ZMANZCXQSJIPKH-UHFFFAOYSA-N,7.508,0.15392488,0.054262831,0.054262831,0.11308554,0.05781247,0.060003266,0.050243903,0.15951219,0.1876997,0.04137403,0.03459832,0.03457194,0.03925331,0.0578711,0.06012684,0.060136,0.062419482,0.059741,
ZMXDDKWLCZADIW-UHFFFAOYSA-N,7.728,0.18400885,0.073008795,0.073008795,0.12918472,0.11451404,0.11451459,0.12876152,0.18757117,0.18527688,0.04008177,0.04570353,0.04570402,0.03601782,0.05397618,0.05123698,0.075758,0.088298369,0.078829,
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,2.995,0.06453386,0.036201373,0.036201373,0.06724332,0.04405811,0.055158,0.06554468,0.11166662,0.097768456,0.0169976,,0.01412706,0.01447452,,,0.027795,0.028524695,0.031159,
ZOMKCDYJHAQMCU-UHFFFAOYSA-N,10.54,0.21317081,0.093391022,0.093391022,0.1349817,0.11413807,0.114113964,0.10994008,0.15444458,0.16769604,0.04882144,0.05512495,0.05512556,0.064206,0.06020968,0.0636454,0.088394,,0.086926,
ZPTVNYMJQHSSEA-UHFFFAOYSA-N,3.84,0.122053295,0.064471227,0.064471227,0.11933525,0.12256368,0.12254374,0.13888896,0.13759784,0.12930542,0.06033377,0.05991596,0.05991604,0.05703033,0.06796271,0.06947523,0.060208,0.069243885,0.059826,
ZQWPRMPSCMSAJU-UHFFFAOYSA-N,5.417,0.16574836,0.06575769,0.06575769,0.12251212,0.114070036,0.1141443,0.12057336,0.16178429,0.15820292,0.03630297,0.04320978,0.04321178,0.03549991,0.0443174,0.04166069,0.063845,0.072121687,0.065268,
ZRLDBDZSLLGDOX-UHFFFAOYSA-N,7.55,0.16648915,0.071967423,0.071967423,0.12767461,0.09728138,0.09728274,0.10554379,0.13378826,0.15158677,0.04727407,0.0392847,0.03928705,0.04923162,0.05418778,0.05749806,0.073041,0.092492607,0.072102,
ZRSNZINYAWTAHE-UHFFFAOYSA-N,5.506,0.15791327,0.064290431,0.064290431,0.09997615,0.09707131,0.09709142,0.10020838,0.15417439,0.14389794,0.03281038,0.0409785,0.04098048,0.03133398,0.04446422,0.0395905,0.068397,0.079972975,0.067898,
ZSSWXNPRLJLCDU-UHFFFAOYSA-N,10.08,,0.090882677,0.090882677,0.25036472,0.14589716,0.21533719,0.19255432,0.25919923,0.20634635,0.07992803,,0.07383073,0.05546128,,,0.090378,0.10081942,0.09542,
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,4.738,0.14726536,0.058340425,0.058340425,0.10086566,0.08956288,0.089692116,0.09908877,0.15325172,0.14735304,0.03250954,0.03816566,0.03814801,0.03141113,0.04399496,0.04056231,0.061398,,0.063263,
ZUOUZKKEUPVFJK-UHFFFAOYSA-N,2.678,0.11352751,0.042142467,0.042142467,0.11693317,0.0529747,0.053048797,0.09237907,0.12479803,0.1288785,0.04784861,0.0299298,0.02436633,0.04470356,0.05411762,0.05447139,0.026666,0.025883286,0.025233,
ZVWHURINXJWEER-UHFFFAOYSA-N,6.93,0.18522549,0.07150334,0.07150334,0.14446947,0.13473906,0.13531315,0.14916264,0.17778735,0.16984648,0.0297855,0.04341424,0.043406,0.009764591,0.04779171,0.04001043,0.078442,0.041309986,,
ZWAJLVLEBYIOTI-OLQVQODUSA-N,5.572,0.1361137,0.082886562,0.082886562,0.11216066,0.09522856,0.095211156,0.10213638,0.17268027,0.14796683,0.0321138,0.03680333,0.03680233,0.0276441,0.04330951,0.03619375,0.061567,0.062045049,0.061088,
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,5.772,0.16118085,0.063705043,0.063705043,0.107597254,0.09514911,0.09516217,0.10520398,0.16080712,0.15540645,0.03373544,0.03930891,0.03932265,0.03176211,0.04670964,0.04297107,0.065123,0.077367085,0.067256,
ZWXPDGCFMMFNRW-UHFFFAOYSA-N,8.683,0.2014055,0.0823161,0.0823161,0.13982771,0.12454312,0.12455338,0.12995824,0.20006317,0.19481437,0.04361608,0.04928515,0.04926548,0.03875473,0.05866866,0.0570934,0.079625,0.092754187,0.082883,
ZYPLZLQKRFFKCL-UHFFFAOYSA-N,6.506,0.18996026,0.0613516,0.0613516,0.12295556,0.119510055,0.09288608,0.13390574,0.19332606,0.17862225,0.04182147,,0.03411046,0.04679957,,,0.062507,0.064076343,0.058651,
ZZTSQZQUWBFTAT-UHFFFAOYSA-N,6.683,0.1890071,0.08506215,0.08506215,0.09078572,0.069616415,0.06956235,0.07648377,0.115397714,0.12599403,0.03411569,0.03334247,0.03401693,0.04346864,0.04244112,0.04424014,0.08299,,0.080337,
ZZWJQCJQAXZVOM-UHFFFAOYSA-N,6.168,0.15683518,0.064483275,0.064483275,0.11514905,0.100295514,0.094675295,0.12144716,0.16120847,0.1580394,0.03620561,,0.03890008,0.03432856,,,0.060604,0.070307933,0.065536,
