,Experiment,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,NWChem,PySCF,w06-2x+def2-TZVPP,wB97x+def2-TZVPP(partial)
HQABUPZFAYXKJW-UHFFFAOYSA-N,7.972,0.18045382,0.077225759,0.077225759,0.08008883,0.05138522,0.05141403,0.025818087,0.12776443,0.14794934,0.04115685,0.03712507,0.03712638,0.03292256,0.05422803,0.05761232,0.077988,0.076974782,0.070784,0.072430879
HTIRHQRTDBPHNZ-UHFFFAOYSA-N,3.604,0.10374754,0.037983821,0.037983821,0.04541566,0.02129699,0.021904925,0.040939827,0.08090863,0.07465874,0.02808822,,0.01839889,0.02985544,,,0.049059,,0.04475,0.047691147
HTJDQJBWANPRPF-UHFFFAOYSA-N,6.928,0.18686385,0.077452607,0.077452607,0.09122986,0.05630048,0.05632111,0.040772744,0.13349795,0.15425444,0.03936399,0.03800711,0.03800875,0.0337167,0.05066264,0.05330785,0.070755,,0.064237,0.059544331
HUDYANRNMZDQGA-UHFFFAOYSA-N,6.972,0.17771855,0.074412905,0.074412905,0.120391265,0.109429255,0.10945645,0.1105549,0.18237679,0.17157337,0.03864162,0.04479732,0.04479836,0.03449528,0.05548715,0.05017167,0.075938,0.094825342,0.076199,0.091679115
HUMNYLRZRPPJDN-UHFFFAOYSA-N,4.795,0.14684825,0.058679619,0.058679619,0.103008136,0.094136864,0.094136916,0.09680399,0.14514871,0.1360332,0.03130035,0.03972684,0.0397278,0.02971401,0.04026728,0.03568044,0.063138,,0.063037,0.062412068
HUTDHWXNOSDRBN-UHFFFAOYSA-N,7.994,0.18802877,0.079368466,0.079368466,0.14013307,0.10360926,0.10387589,0.13325642,0.19692002,0.1924064,0.04305532,0.04098851,0.04124133,0.03888613,0.05866112,0.05933957,0.077416,0.060868414,,
HVCFCNAITDHQFX-UHFFFAOYSA-N,5.995,0.16548616,0.065011204,0.065011204,0.10959737,0.09881587,0.098842755,0.10661539,0.16022229,0.15442741,0.03416019,0.03967486,0.03967655,0.03288543,0.04529563,0.04082868,0.066788,0.082856909,0.068446,
HVTICUPFWKNHNG-UHFFFAOYSA-N,2,,0.020308743,0.020308743,0.041820645,0.01843213,0.015921392,0.042881686,0.051435795,0.047291137,,,,,,,0.024035,,0.022711,
HWWYDZCSSYKIAD-UHFFFAOYSA-N,7.972,0.13574465,0.064667078,0.064667078,0.12438765,0.06929922,0.069211416,0.10079671,0.13263828,0.14280875,0.03407653,0.03833021,0.03833169,0.04146035,0.04727574,0.04902379,0.073754,0.076244244,0.072657,
HXJUTPCZVOIRIF-UHFFFAOYSA-N,6.328,0.1699011,0.074420058,,0.16697495,0.16772017,0.18589458,0.17596701,0.2105913,0.20938851,0.04692523,,0.06544841,0.05007491,,,0.069048,0.083241555,0.067499,
HXQHRUJXQJEGER-UHFFFAOYSA-N,6.644,0.14740402,0.073675425,0.073675425,0.1290966,0.10476863,0.104743026,0.11650088,0.13508241,0.14912732,0.04165419,0.04032672,0.04032753,0.04829125,0.04737675,0.05030219,0.075947,0.09794574,0.074308,
HXVNBWAKAOHACI-UHFFFAOYSA-N,5.461,0.15551928,0.064485132,0.064485132,0.10794778,0.09392449,0.09396805,0.103626974,0.16246054,0.15750058,0.0314514,0.03814196,0.03812607,0.02959398,0.0451575,0.04218057,0.063875,0.070784837,0.06571,
HZCDANOFLILNSA-UHFFFAOYSA-N,8.032,,0.093740585,0.093740585,0.23563284,0.14452322,0.17553763,0.1948457,0.22336607,0.14571917,0.07033139,,0.06024486,0.0546774,,,0.078351,0.095942178,0.083694,
HZXRDAIBHPCJLE-UHFFFAOYSA-N,5.89,0.17355646,0.057797468,0.057797468,0.1093531,0.105988026,0.105901755,0.13223495,0.14100422,0.1420497,0.05061168,0.04880231,0.0491203,0.05092484,0.06014195,0.05538654,0.065437,0.06505287,,
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,8.599,0.21233954,0.022499911,,0.22408156,0.21202701,0.2272117,0.2228892,0.2376858,0.25335997,0.0598279,,0.07222985,0.05675656,,,0.080112,0.104469786,0.082019,
ICSNLGPSRYBMBD-UHFFFAOYSA-N,7.772,0.14025563,0.06186892,0.06186892,0.12483837,0.08086587,0.080878854,0.10768995,0.1297394,0.138549,0.03932587,0.03614652,0.03614359,0.03902275,0.04479053,0.04481891,0.066587,,0.065144,
IDJCCRRYIMWLSQ-UHFFFAOYSA-N,7.517,0.17846955,0.074639,0.074639,0.11573458,0.12530926,0.12530142,0.12110274,0.16717522,0.16489574,0.05792027,0.05663984,0.05661464,0.04285759,0.06284257,0.06410483,0.072426,0.08180532,0.07481,
IEJIGPNLZYLLBP-UHFFFAOYSA-N,4.884,0.16242044,0.061993439,0.061993439,0.120532475,0.117653646,0.11772175,0.12163271,0.14847204,0.14771804,0.03420064,0.04250153,0.04250365,0.03513174,0.04101437,0.03985873,0.058315,,0.058994,
IENJMFWWRIWLIW-UHFFFAOYSA-N,4.906,0.13770223,0.055948678,0.055948678,0.12144916,0.08864412,0.101179294,0.0906695,0.14441562,0.12497415,0.03569472,,0.0250621,0.03468398,,,0.058789,0.057561915,0.055831,
IGTWYMQBGKAFCF-VOTSOKGWSA-N,6.506,0.15287918,0.080971145,0.080971145,0.15444419,0.14596218,0.1459897,0.16637789,0.17628425,0.17185292,0.07508791,0.06866827,0.06867487,0.06844881,0.08501807,0.08667705,0.080441,0.076557225,0.079015,
IIRFCWANHMSDCG-UHFFFAOYSA-N,6.283,0.16934876,0.06937391,0.06937391,0.11300821,0.09512579,0.09520917,0.11051104,0.1712798,0.16606146,0.03491093,0.03897911,0.03898556,0.03336218,0.04969539,0.0459899,0.067166,0.067807057,0.069139,
IKHGUXGNUITLKF-UHFFFAOYSA-N,4.506,0.1478344,0.056065257,0.056065257,0.10047248,0.08940538,0.089405924,0.099274285,0.14942878,0.14477918,0.0318512,0.03776931,0.0377701,0.03126881,0.04220931,0.03866506,0.059669,0.073706436,0.062036,
ILBIXZPOMJFOJP-UHFFFAOYSA-N,6.617,0.124094516,0.049972214,0.049972214,0.11093584,0.09706011,0.09713679,0.07665424,0.1380296,0.1681199,0.05012562,0.04646163,0.04656905,0.04805046,0.06121171,0.0652995,0.062689,,0.061684,
ILVXOBCQQYKLDS-UHFFFAOYSA-N,8.952,0.19745414,,,0.15327597,0.14985152,0.14981589,0.16516963,0.17749749,0.16600868,0.04580206,0.05376734,0.05376771,0.04602832,0.04541398,0.04251933,0.071723,,0.076698,
IMFACGCPASFAPR-UHFFFAOYSA-N,6.766,0.15160668,0.061829972,0.061829972,0.12519357,0.08236845,0.08237403,0.056173295,0.18231177,0.212212,0.03950157,0.03212455,0.03195544,0.03370281,0.05774029,0.05934791,0.05546,0.049831671,,
IMNDHOCGZLYMRO-UHFFFAOYSA-N,8.016,0.19631751,0.077568938,0.077568938,0.13506748,0.1217422,0.121724546,0.12666929,0.19184318,0.18518904,0.05417392,0.05034798,0.0503913,0.05028437,0.06930385,0.06820915,0.076982,0.074609104,0.078945,
IMNIMPAHZVJRPE-UHFFFAOYSA-N,8.923,0.111110084,0.064818429,0.064818429,0.08030465,0.08209594,0.0820966,0.041633833,0.11783089,0.14211112,0.0405553,0.04319408,0.04319642,0.03931074,0.05212498,0.05504348,0.065827,0.058697381,0.06414,
IMRWILPUOVGIMU-UHFFFAOYSA-N,5.35,,0.058155145,0.058155145,0.11786707,0.07855261,0.07149257,0.08283208,0.10029568,0.119356126,0.03346402,,0.03855132,0.03866709,,,0.063451,,0.062229,
INQOMBQAUSQDDS-UHFFFAOYSA-N,2,,0.018009609,0.018009609,0.029434666,0.016346347,0.009478476,0.031470485,0.0377416,0.03279105,,,,,,,0.021664,0.020986531,0.020796,
IOJUPLGTWVMSFF-UHFFFAOYSA-N,6.056,0.113559216,0.056833105,0.056833105,0.15512541,0.09866401,0.09779215,0.120987475,0.107446276,0.12426172,0.04470737,,0.03797162,0.03840923,,,0.06048,0.062479649,0.061235,
IOQPZZOEVPZRBK-UHFFFAOYSA-N,8.105,0.17989424,0.079470152,0.079470152,0.07935484,0.05140601,0.051406663,0.025981437,0.12689209,0.14667952,0.0419113,0.03729999,0.03730163,0.03416061,0.05408929,0.05711418,0.078249,0.078617049,0.070885,
IQZZFVDIZRWADY-UHFFFAOYSA-N,5.95,0.17002249,0.071335288,0.071335288,0.11182979,0.10929212,0.109280884,0.113947816,0.14496812,0.13761613,0.04437513,0.05117712,0.05117686,0.03735978,0.04819272,0.04093123,0.070631,0.083139913,0.071387,
IRNRNPNZAKHEAW-UHFFFAOYSA-N,4.528,0.12578613,0.050297809,0.050297809,0.13752723,0.08799653,0.1080297,0.10149124,0.13689573,0.11439705,0.03966843,,0.02316656,0.03310496,,,0.054368,0.053512163,0.050939,
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,2.884,0.11755639,0.043358753,0.043358753,0.11063615,0.051887352,0.05191557,0.087656915,0.107858546,0.111233294,0.0334331,0.02735364,0.02735383,0.02897873,0.03668976,0.03622867,0.048161,0.051313538,0.046416,
ISXOBTBCNRIIQO-UHFFFAOYSA-N,8.554,0.21214376,0.020919259,,0.22434539,0.20898645,0.22581816,0.22291945,0.23993957,0.25276613,0.06020848,,0.07203508,0.05711807,,,0.082053,,0.083511,
ITQTTZVARXURQS-UHFFFAOYSA-N,7.505,0.13149881,0.06167132,0.06167132,0.120870434,0.06821753,0.068231076,0.09578275,0.12683028,0.13706893,0.04154684,0.03763878,0.03764033,0.03995838,0.04492999,0.04568753,0.07226,0.080800867,0.070848,
IVSZLXZYQVIEFR-UHFFFAOYSA-N,2.424,0.117409974,0.039231648,0.039231648,0.1308859,0.06339696,0.0633479,0.106160775,0.13289158,0.14290608,0.03577875,0.01990113,0.01990568,0.02918454,0.042331,0.04223204,0.031907,,0.031469,
IWDCLRJOBJJRNH-UHFFFAOYSA-N,3.09,0.11941683,0.046517588,0.046517588,0.11370017,0.052877072,0.05292634,0.09161755,0.10889149,0.110383645,0.03494348,0.02671412,0.02671413,0.02957472,0.03932192,0.03910467,0.049727,0.060721822,0.048237,
IWJMFKRJGSKMBW-SHRKTGAESA-N,8.716,,0.079437268,0.079437268,0.23621142,0.13449153,0.17370434,0.16427134,0.18753359,0.115008615,0.07682658,,0.0607973,0.04725018,,,0.071498,0.081837629,0.07893,
IWJMFKRJGSKMBW-UHFFFAOYSA-N,8.7,,0.07482962,0.07482962,0.21645981,0.1339581,0.16804907,0.1603406,0.18460293,0.11864815,,,,,,,,0.028629641,,
IWTFOFMTUOBLHG-UHFFFAOYSA-N,5.261,0.116036154,0.055051365,0.055051365,0.11252888,0.075594395,0.07547166,0.0876965,0.11754487,0.12882195,0.03149387,0.0326948,0.03269688,0.03703774,0.03888234,0.04081422,0.056217,0.053530935,0.053872,
IYIAWAACGTUPCC-UHFFFAOYSA-N,6.328,0.18658048,0.068438843,,0.1867691,0.1825766,0.16640335,0.17154953,0.20553659,0.20229766,0.05182872,,0.05460543,0.04580691,,,0.066332,0.078910187,,
JACMPVXHEARCBO-UHFFFAOYSA-N,7.931,0.16718955,0.069797301,0.069797301,0.092162274,0.065931395,0.06590895,0.0320592,0.14154634,0.16416088,0.04110091,0.03871521,0.03868349,0.03628615,0.05749534,0.06053271,0.06908,,0.065522,
JAMNHZBIQDNHMM-UHFFFAOYSA-N,5.261,0.16167222,0.070569735,0.070569735,0.069526784,0.056231324,0.056254335,0.06727338,0.100222245,0.11361237,0.02531321,0.02951813,0.02951812,0.04139219,0.03886589,0.04111908,0.073269,,0.072584,
JBTWLSYIZRCDFO-UHFFFAOYSA-N,4.928,0.16199628,0.063350629,0.063350629,0.12274419,0.119779855,0.11978396,0.12378992,0.15281157,0.1510272,0.03570424,0.04365046,0.04365059,0.03602314,0.04340821,0.04140535,0.059699,,0.060435,
JBYHSSAVUBIJMK-UHFFFAOYSA-N,4.697,0.104442134,0.05676014,0.05676014,0.11110886,0.0833936,0.08814593,0.081892565,0.15126169,0.14390258,0.02582535,,0.03235784,0.02729896,,,0.052058,,0.053019,
JCMZZYSPSGHBNM-UHFFFAOYSA-N,6.861,0.17058453,0.072308194,0.072308194,0.11659061,0.09664724,0.09660878,0.11184825,0.18049443,0.16266854,0.04727252,0.04291736,0.04292747,0.03652347,0.05509095,0.05479911,0.073335,0.083295121,,
JECUZQLBQKNEMW-UHFFFAOYSA-N,5.75,0.15699004,0.068171161,0.068171161,0.13725555,0.1011292,0.10045554,0.10418068,0.15472202,0.14522514,0.04949386,,0.03973239,0.03874088,,,0.066405,0.062886206,0.067119,
JEDHEXUPBRMUMB-UHFFFAOYSA-N,8.461,0.1505517,0.067045334,0.067045334,0.13337877,0.0800474,0.0800479,0.1092844,0.14646429,0.15456966,0.05116721,0.04172122,0.04172298,0.04196588,0.05639098,0.05853506,0.078347,0.067059563,0.076573,
JEJBXIHZMUVILV-QMMMGPOBSA-N,3.605,0.10807212,0.038992893,0.038992893,0.050871443,0.026086567,0.02288366,0.04721047,0.0955593,0.085888244,0.02868577,,0.01895286,0.03074891,,,0.048996,,0.04519,
JFDZBHWFFUWGJE-UHFFFAOYSA-N,4.839,0.1472194,0.066732891,0.066732891,0.08440156,0.054928303,0.054928564,0.061049577,0.08448393,0.09541765,0.02497684,0.02975268,0.02975309,0.04020983,0.03320095,0.0348724,0.070594,0.068586577,0.069144,
JHIVVAPYMSGYDF-UHFFFAOYSA-N,6.15,0.16458088,0.068542986,0.068542986,0.10875455,0.094549164,0.09454967,0.10790999,0.16566727,0.1594897,0.03527202,0.0400708,0.04007157,0.03288781,0.04763296,0.0443154,0.066963,0.082942178,0.069029,
JIBRFXMUEQDPGO-UHFFFAOYSA-N,8.2,0.15000953,0.07231788,0.07231788,0.12105584,0.07966125,0.07968664,0.10236893,0.12905377,0.14527927,,,,,,,0.071737,0.085182979,,
JIHQDMXYYFUGFV-UHFFFAOYSA-N,3.773,0.087068364,0.038958042,0.038958042,0.088683255,0.058180578,0.058182232,0.06726542,0.08512137,0.0909037,0.02529401,0.03058707,0.03058934,0.03180794,0.03297362,0.03445849,,0.071768729,,
JIKUXBYRTXDNIY-UHFFFAOYSA-N,6.9,0.1644634,0.06468252,0.06468252,0.11320355,0.10308623,0.10308683,0.11468552,0.15763098,0.15313205,0.04038573,0.04746353,0.04748237,0.03545216,0.04541307,0.04469638,0.068171,0.083609332,0.069926,
JIRGTCBOQAJBHY-UHFFFAOYSA-N,6.95,0.17616339,0.068997819,0.068997819,0.13918675,0.1251615,0.1250858,0.13735646,0.17318147,0.18028797,0.06140012,0.05719662,0.05718896,0.05962769,0.07006946,0.0625469,0.074324,0.084280996,,
JJHHIJFTHRNPIK-UHFFFAOYSA-N,7.483,0.2012731,0.040340678,,0.20749575,0.21833724,0.22900984,0.20923075,0.2220033,0.2305964,0.06649228,,0.07401972,0.05107687,,,0.076427,0.084531591,0.076069,
JJWLVOIRVHMVIS-UHFFFAOYSA-N,7.994,0.19093354,0.078158466,0.078158466,0.08766683,0.05169461,0.05169479,0.022766361,0.13858308,0.15946865,0.04139076,0.03774023,0.03774174,0.03517168,0.05786591,0.0602285,0.076772,0.076257092,0.069692,
JJYPMNFTHPTTDI-UHFFFAOYSA-N,4.688,0.14140981,0.055983149,0.055983149,0.13336183,0.06388283,0.06388214,0.114986226,0.13447951,0.14112243,0.04692543,0.0390925,0.03909338,0.03808076,0.0514822,0.0517608,0.058644,0.069748593,0.051648,
JKANAVGODYYCQF-UHFFFAOYSA-N,6.55,0.13963608,0.063299977,0.063299977,0.08370186,0.054963395,0.055010546,0.076977074,0.08500426,0.107000105,0.03392106,0.0361284,0.03612833,0.02811718,0.04205174,0.04579365,0.07013,0.066504823,0.062472,
JKOVQYWMFZTKMX-ONEGZZNKSA-N,6.328,0.15617359,0.080967551,0.080967551,0.1497288,0.14433649,0.14433886,0.15950018,0.17865461,0.1765714,0.07332019,0.06826993,0.06830305,0.06693561,0.08894676,0.09138288,0.078625,0.089144879,0.077894,
JKTCBAGSMQIFNL-UHFFFAOYSA-N,4.239,0.10053555,0.05478882,0.05478882,0.09464783,0.07121381,0.071214646,0.06811617,0.12429616,0.111491024,0.03355918,0.0311706,0.03117054,0.02944252,0.04732015,0.04813477,0.052746,0.058169814,0.053026,
JLGPMOJYECOCEP-UHFFFAOYSA-N,4.573,0.16323064,0.058773833,,0.16623122,0.17154518,0.16140276,0.15523423,0.1780663,0.16962992,0.05636988,,0.05284353,0.04749829,,,0.052874,0.064447237,,
JLNGEXDJAQASHD-UHFFFAOYSA-N,7.832,0.1935874,0.079944207,0.079944207,0.13797167,0.12407527,0.12409868,0.13084924,0.19336405,0.18866332,0.05828828,0.05090719,0.05091534,0.05322523,0.07256806,0.07138764,0.07782,,0.080042,
JLSSWDFCYXSLQX-UHFFFAOYSA-N,5.061,0.14969489,0.062475146,0.062475146,0.102775104,0.10438727,0.10446264,0.104586735,0.13671027,0.12939371,0.02755461,0.03825753,0.03825951,0.03526253,0.03374435,0.03011967,0.066914,0.075505025,0.065528,
JLTDJTHDQAWBAV-UHFFFAOYSA-N,4.233,0.1543083,0.05702712,0.05702712,0.13660169,0.075746775,0.075789474,0.11275297,0.15013655,0.15769233,0.04581915,0.03092754,0.030985,0.03967296,0.05467707,0.0583612,0.039847,,0.037831,
JLZWKZDHHREXTA-UHFFFAOYSA-N,6.959,0.18699665,0.069686883,0.069686883,0.11163284,0.104725555,0.1044747,0.13035758,0.16394186,0.1611523,0.04812976,0.04871333,0.04866482,0.04649048,0.05791435,0.05530944,0.065959,0.077472469,,
JMMWKPVZQRWMSS-UHFFFAOYSA-N,5.617,0.16622823,0.065410418,0.065410418,0.121708535,0.11577136,0.11574433,0.12038739,0.16048816,0.15820621,0.03762378,0.04380182,0.04380307,0.03687238,0.04746167,0.04405559,0.064361,0.076735605,0.065288,
JMVIVASFFKKFQK-UHFFFAOYSA-N,7.114,0.17361972,0.073185721,0.073185721,0.12356507,0.12509967,0.12510926,0.11986842,0.15828782,0.1609214,0.05013896,0.05645962,0.0566473,0.04475045,0.05431714,0.06316162,0.069701,0.079781932,0.072078,
JNAKRDAEBSBJGO-UHFFFAOYSA-N,7.622,0.18159378,0.078277603,0.078277603,0.12787956,0.1045367,0.10430277,0.117417544,0.18983017,0.1821622,0.03515148,0.03985884,0.04005615,0.03128772,0.05320186,0.04693368,0.070299,0.070926494,0.071307,
JNELGWHKGNBSMD-UHFFFAOYSA-N,6.083,0.16401249,0.068742013,0.068742013,0.09880978,0.10132855,0.10135693,0.10022777,0.14726305,0.13527948,0.03543468,0.03962303,0.03961959,0.02867953,0.04017466,0.03840579,0.066533,0.07235977,0.066414,
JPMQWSJHCDLANT-UHFFFAOYSA-N,7.683,0.19684832,0.077788833,0.077788833,0.15734601,0.12993887,0.12933457,0.14948724,0.19923478,0.19429266,0.07126296,0.05568237,0.05598107,0.06215772,0.07121811,0.06988973,0.083023,,,
JQVDAXLFBXTEQA-UHFFFAOYSA-N,7.931,0.16817687,0.070175171,0.070175171,0.092245705,0.06590379,0.06549053,0.03233545,0.1423165,0.16557361,0.04047609,0.03831131,0.03833909,0.0363894,0.05777659,0.06097513,0.068643,0.083623506,0.065685,
JSDBKAHWADVXFU-UHFFFAOYSA-N,6.972,0.17622362,0.069782846,0.069782846,0.113314286,0.104678206,0.10470645,0.11681436,0.15342784,0.15108785,0.0334618,0.04084134,0.04084227,0.03335041,0.04205807,0.04145744,0.069411,0.074883068,0.070372,
JUJWROOIHBZHMG-UHFFFAOYSA-N,7.194,0.12708059,0.058844139,0.058844139,0.116666555,0.06692062,0.06686786,0.09079459,0.124802284,0.13091479,0.03276022,0.03931036,0.039312,0.04103564,0.04317564,0.04473952,0.070139,0.049484373,0.06884,
JUNNTRSMCCUKGG-UHFFFAOYSA-N,6.017,0.1638524,0.060299281,0.060299281,0.12884091,0.09298923,0.074843496,0.13608834,0.19663039,0.17895833,0.0645603,,0.04159903,0.06687936,,,0.071027,0.075351412,0.066004,
JVZRCNQLWOELDU-UHFFFAOYSA-N,7.417,0.12384097,0.060945515,0.060945515,0.11272613,0.06630927,0.066375375,0.08883012,0.11849935,0.12721995,0.04795524,0.03938062,0.03937118,0.04103044,0.04771176,0.04711992,0.071525,0.049798588,0.070042,
JWUJQDFVADABEY-RXMQYKEDSA-N,6.039,0.13502777,0.071464205,0.071464205,0.106023714,0.09227259,0.09223657,0.087631166,0.16486186,0.15790342,0.03306082,0.03889652,0.03889318,0.02754966,0.04763963,0.04470047,0.062301,0.067559944,0.062808,
JWVCLYRUEFBMGU-UHFFFAOYSA-N,6.506,0.120067686,0.056154457,0.056154457,0.11288382,0.07611217,0.07608768,0.09279384,0.11140088,0.1251726,0.0341169,0.03510426,0.03510605,0.0369972,0.03939987,0.04055242,,0.080290034,,
JWVNPUBYKCSIKR-UHFFFAOYSA-N,7.239,0.13821696,0.059694228,0.059694228,0.12492876,0.07667974,0.07674968,0.10162158,0.13531873,0.14093605,0.03897552,0.03754931,0.03755147,0.03846359,0.04460391,0.04715276,0.069333,0.093005948,0.06754,
JXQGICFGPUAVLJ-UHFFFAOYSA-N,7.241,0.17135097,0.077591782,0.077591782,0.12955207,0.11596322,0.11059166,0.1014255,0.12426413,0.1547957,0.04367434,,0.04684349,0.04946927,,,0.070286,,0.071801,
JXTGICXCHWMCPM-UHFFFAOYSA-N,7.8,0.20511599,0.041949615,0.041949615,0.21622005,0.21517296,0.22907744,0.21532089,0.22820412,0.24116044,,,,,,,,0.086978836,,
JXTGICXCHWMCPM-VIFPVBQESA-N,7.828,0.20526117,0.042070239,,0.21577099,0.21517739,0.22910474,0.21550965,0.22827452,0.24136662,0.05996266,,0.07363519,0.05284682,,,0.078097,0.085279994,0.078597,
JYMNQRQQBJIMCV-UHFFFAOYSA-N,5.839,0.16557229,0.080779389,0.080779389,0.10030475,0.06842851,0.068446994,0.07224866,0.11582312,0.12591934,0.03384592,0.03450613,0.03450661,0.04341576,0.04524651,0.04678608,0.081081,,0.079379,
JYYNAJVZFGKDEQ-UHFFFAOYSA-N,7.25,0.13968554,0.067339064,0.067339064,0.12669006,0.0764662,0.07646692,0.10181807,0.12711687,0.14245625,0.03536718,0.03913814,0.0391396,0.04266485,0.04972979,0.05058012,0.072665,0.058333912,0.071633,
KAESVJOAVNADME-UHFFFAOYSA-N,4.12,0.15984565,0.052596219,0.052596219,0.1373652,0.08519776,0.085198775,0.105338566,0.14021033,0.14647384,0.06268928,0.0455077,0.04550905,0.0505523,0.0637856,0.06421869,0.045336,,0.042403,
KBEBGUQPQBELIU-CMDGGOBGSA-N,5.595,0.16617963,0.068246582,0.068246582,0.1207998,0.11414875,0.11409538,0.12090394,0.15952185,0.15398817,0.03567707,0.04429857,0.04429522,0.03524393,0.04463874,0.04416549,0.06423,0.078581315,0.063792,
KBPLFHHGFOOTCA-UHFFFAOYSA-N,5.356,0.16432287,0.065697781,0.065697781,0.09261778,0.07292153,0.07285935,0.079133525,0.15696383,0.15505886,0.02855189,0.03639572,0.03639655,0.02241152,0.04129622,0.03823112,0.065124,0.067212336,0.063509,
KBVQJEKAHKMCID-FNORWQNLSA-N,7.039,0.18012433,0.058293464,0.058293464,0.14266957,0.13093355,0.13046995,0.1434369,0.22479495,0.2091455,0.04740869,,0.03990868,0.04567426,,,0.067503,0.072005474,0.062375,
KDISMIMTGUMORD-UHFFFAOYSA-N,8.165,0.19247779,0.082299602,0.082299602,0.13645676,0.12118101,0.1211445,0.12804812,0.18831094,0.18363419,0.04178963,0.04490167,0.04490986,0.03858248,0.05492094,0.05200592,0.078779,0.099263991,0.081473,
KFDVPJUYSDEJTH-UHFFFAOYSA-N,7.394,0.1256767,0.059781214,0.059781214,0.11583692,0.06752039,0.06749394,0.09334363,0.12206474,0.13021442,0.03396834,0.03902669,0.03902835,0.04098612,0.04351359,0.04503759,0.070848,0.045166432,0.069509,
KFZMGEQAYNKOFK-UHFFFAOYSA-N,5.459,0.16791365,0.069226436,0.069226436,0.09699244,0.07425788,0.07427925,0.082401276,0.16377178,0.16223526,0.02899547,0.03533295,0.03533342,0.02340938,0.04584658,0.04133154,0.064826,0.080035127,0.063573,
KGIGUEBEKRSTEW-UHFFFAOYSA-N,6.728,0.12290286,0.058202599,0.058202599,0.11742114,0.07387506,0.073874705,0.09319605,0.12294914,0.13494489,0.03293178,0.03655782,0.03655729,0.03612355,0.03879994,0.04025262,0.066647,0.053508217,0.064723,
KIDHWZJUCRJVML-UHFFFAOYSA-N,7.972,0.17777622,0.077630222,0.077630222,0.07699102,0.05030887,0.050242092,0.020419642,0.12072396,0.1404399,0.04028225,0.03697008,0.03631807,0.03290047,0.05239315,0.05583118,0.077409,0.074124606,0.069882,
KIPSRYDSZQRPEA-UHFFFAOYSA-N,4.55,0.12641734,0.059566838,0.059566838,0.06679229,0.07108183,0.07110471,0.052717533,0.06701453,0.070568636,0.02662594,0.02544891,0.02544884,0.01874148,0.03238933,0.03439591,0.061945,0.079244562,0.051719,
KJDRSWPQXHESDQ-UHFFFAOYSA-N,2.018,0.081488796,0.026284087,0.026284087,0.048374787,0.05160901,0.06421971,0.029872522,0.07075207,0.069469176,0.01678922,,0.01867858,0.01418991,,,0.033567,0.027391633,0.02894,
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,5.572,0.14469738,0.062609131,0.062609131,0.10186312,0.09717573,0.097151935,0.101083204,0.15167204,0.14314494,0.03367359,0.04116462,0.04116259,0.03194589,0.04313607,0.03909422,0.067454,,0.066552,
KKHBRTFQIYIHEI-UHFFFAOYSA-N,7.083,0.14259806,0.060384284,0.060384284,0.11046329,0.08434959,0.08977759,0.09044188,0.14517489,0.12326876,0.03818633,,0.02597126,0.03546635,,,0.061544,,0.058154,
KMAQZIILEGKYQZ-UHFFFAOYSA-N,3.351,0.10896623,0.05496983,0.05496983,0.10818033,0.113335416,0.11085929,0.13269898,0.119027704,0.11169246,0.05610237,,0.05560185,0.05386302,,,0.052103,0.059307813,0.052356,0.056772421
KMSNYNIWEORQDJ-UHFFFAOYSA-N,5.15,0.14550188,0.06401147,0.06401147,0.103408344,0.09350698,0.08926055,0.09052342,0.12957285,0.13019301,0.03182559,,0.03628332,0.02848958,,,0.061781,0.071673709,0.064278,0.070520265
KPWDGTGXUYRARH-UHFFFAOYSA-N,2.781,0.11409602,0.047078951,0.047078951,0.057697594,0.04353427,0.03761626,0.0634112,0.10458636,0.10334053,0.02751235,,0.03021466,0.02293186,,,0.049035,0.055478225,0.048341,0.051138198
KRZCOLNOCZKSDF-UHFFFAOYSA-N,4.348,0.08119862,0.032279667,0.032279667,0.09720635,0.072798334,0.07274092,0.085521035,0.095504865,0.09337871,0.03728334,0.03234702,0.03405189,0.02910144,0.04372059,0.03980239,0.036707,,0.038238,0.039434309
KSMVZQYAVGTKIV-UHFFFAOYSA-N,4.738,0.14997321,0.057769194,0.057769194,0.10076733,0.08985239,0.08973899,0.0995342,0.15291625,0.14771655,0.03296349,0.03807288,0.03809996,0.03164328,0.04385736,0.04059394,0.061698,0.063539252,0.063859,0.065217502
KVNRLNFWIYMESJ-UHFFFAOYSA-N,5.159,0.15746602,0.073299721,0.073299721,0.06412627,0.052355222,0.05235552,0.064096965,0.09662685,0.10748221,0.0247185,0.02913342,0.02913352,0.04148483,0.03780738,0.03932512,0.072174,,0.071777,0.084338571
KWOLFJPFCHCOCG-UHFFFAOYSA-N,5.528,0.15515235,0.064661773,0.064661773,0.10603619,0.09836744,0.098367155,0.10281721,0.15433232,0.14539672,0.03222805,0.04030491,0.04030504,0.03171772,0.04319311,0.03828104,0.06492,0.066132916,0.065383,0.064405836
